shipment_id,product,origin,destination,origin_lat,origin_lon,dest_lat,dest_lon,cargo_kg,invoice_ngn,distance_km,transit_hrs,delay_hrs,total_hrs,shelf_hrs,time_ratio,has_cold_chain,avg_temp,max_temp,max_temp_allowed,temp_exceedance,avg_humidity,road_quality,vibration_score,borrower_history,prior_defaults,spoilage_prob,spoiled,default_prob,defaulted,financing_rate
XB-20241888,Peppers,Enugu,Abuja,6.44,7.5,9.07,7.4,4089.9,795280.0,425.5,7.91,0.61,8.52,96,0.089,1,25.3,30.1,22,8.1,89.9,poor,2.802,fair,2,0.407,0,0.5492,0,6.39
XB-20241889,Fresh Fish,Onitsha,Ibadan,6.14,6.79,7.38,3.93,3683.3,2085320.0,536.6,11.5,2.05,13.55,24,0.565,0,24.6,26.7,4,22.7,70.7,poor,2.847,good,0,0.7232,1,0.4731,0,5.79
XB-20241890,Leafy Greens,Ibadan,Enugu,7.38,3.93,6.44,7.5,1268.2,367211.0,547.6,13.63,2.27,15.9,48,0.331,0,36.4,38.4,10,28.4,90.5,poor,1.168,good,1,0.7549,1,0.5423,1,6.34
XB-20241891,Dairy,Lagos,Zaria,6.52,3.38,11.08,7.71,4767.2,1822370.0,852.2,21.18,5.31,26.48,48,0.552,1,9.5,17.2,6,11.2,91.2,fair,0.586,fair,1,0.5785,1,0.576,1,6.61
XB-20241892,Fresh Fish,Ibadan,Jos,7.38,3.93,9.92,8.89,3480.9,2171260.0,951.9,23.64,0.55,24.19,24,1.008,1,5.4,10.4,4,6.4,66.0,good,0.0,excellent,0,0.4227,0,0.1575,0,3.26
XB-20241893,Leafy Greens,Kano,Enugu,12.0,8.52,6.44,7.5,1428.0,384140.0,924.6,17.57,0.03,17.6,48,0.367,1,13.8,19.3,10,9.3,87.1,good,0.0,good,0,0.4657,0,0.3793,0,5.03
XB-20241894,Strawberries,Port Harcourt,Onitsha,4.82,7.04,6.14,6.79,2673.3,2278552.0,198.5,3.5,0.16,3.65,36,0.101,1,12.0,18.4,8,10.4,56.8,poor,2.856,good,0,0.4747,0,0.3919,0,5.14
XB-20241895,Peppers,Zaria,Port Harcourt,11.08,7.71,4.82,7.04,288.2,51130.0,979.3,22.67,3.38,26.06,96,0.271,0,35.2,39.7,22,17.7,66.5,good,0.0,fair,0,0.5966,1,0.4599,0,5.68
XB-20241896,Fresh Fish,Port Harcourt,Zaria,4.82,7.04,11.08,7.71,558.6,307556.0,1100.0,17.77,3.13,20.9,24,0.871,1,5.9,12.7,4,8.7,82.1,fair,0.732,good,1,0.6108,1,0.5063,0,6.05
XB-20241897,Leafy Greens,Port Harcourt,Ibadan,4.82,7.04,7.38,3.93,3369.6,873613.0,679.5,14.5,3.23,17.73,48,0.369,1,9.9,13.2,10,3.2,80.4,poor,2.467,fair,1,0.2926,0,0.3559,0,4.85
XB-20241898,Strawberries,Port Harcourt,Onitsha,4.82,7.04,6.14,6.79,2923.7,2248851.0,204.1,3.31,1.14,4.46,36,0.124,0,36.9,43.5,8,35.5,71.2,fair,1.148,good,0,0.5896,1,0.3524,0,4.82
XB-20241899,Fresh Fish,Onitsha,Enugu,6.14,6.79,6.44,7.5,1541.2,848059.0,125.5,2.2,1.42,3.62,24,0.151,0,35.8,38.3,4,34.3,84.9,good,0.0,good,0,0.5387,1,0.4679,0,5.74
XB-20241900,Strawberries,Jos,Kaduna,9.92,8.89,10.52,7.44,4186.6,3557131.0,208.2,3.31,0.73,4.04,36,0.112,0,31.7,39.5,8,31.5,91.4,poor,1.908,good,0,0.648,1,0.3128,0,4.5
XB-20241901,Mangoes,Zaria,Jos,11.08,7.71,9.92,8.89,1591.7,300649.0,287.0,4.42,2.22,6.64,96,0.069,1,22.2,26.0,20,6.0,63.2,poor,2.359,good,1,0.259,0,0.2774,0,4.22
XB-20241902,Leafy Greens,Enugu,Abuja,6.44,7.5,9.07,7.4,3378.5,864547.0,412.2,8.12,2.08,10.2,48,0.212,1,9.9,15.5,10,5.5,79.3,fair,0.519,excellent,0,0.4698,0,0.3145,0,4.52
XB-20241903,Fresh Fish,Onitsha,Zaria,6.14,6.79,11.08,7.71,4449.7,2638242.0,716.7,14.3,1.51,15.81,24,0.659,1,6.2,8.9,4,4.9,74.3,fair,1.057,excellent,0,0.3372,0,0.2,0,3.6
XB-20241904,Leafy Greens,Abuja,Enugu,9.07,7.4,6.44,7.5,314.3,87681.0,467.6,10.85,2.02,12.87,48,0.268,0,33.1,39.1,10,29.1,89.3,fair,1.411,good,1,0.5603,0,0.5067,1,6.05
XB-20241905,Strawberries,Enugu,Kano,6.44,7.5,12.0,8.52,1343.9,1049515.0,907.7,18.25,0.53,18.78,36,0.522,0,28.2,35.4,8,27.4,72.8,fair,1.122,excellent,0,0.4222,0,0.2375,0,3.9
XB-20241906,Dairy,Enugu,Ibadan,6.44,7.5,7.38,3.93,2376.6,1028589.0,495.6,12.34,0.04,12.38,48,0.258,0,28.4,32.7,6,26.7,70.7,poor,2.731,excellent,0,0.5721,1,0.2308,0,3.85
XB-20241907,Fresh Fish,Kaduna,Jos,10.52,7.44,9.92,8.89,3788.7,2416228.0,258.9,4.22,3.88,8.1,24,0.338,0,37.6,39.7,4,35.7,76.2,fair,1.462,poor,1,0.7519,1,0.6939,1,7.55
XB-20241908,Tomatoes,Jos,Enugu,9.92,8.89,6.44,7.5,2986.8,1138729.0,620.0,10.33,5.52,15.85,72,0.22,0,32.1,36.2,25,11.2,71.6,poor,2.835,good,0,0.7078,1,0.324,0,4.59
XB-20241909,Fresh Fish,Lagos,Kano,6.52,3.38,12.0,8.52,2559.0,1637568.0,1293.7,22.71,0.6,23.31,24,0.971,0,32.3,34.4,4,30.4,69.7,poor,2.275,good,0,0.7656,1,0.4033,0,5.23
XB-20241910,Peppers,Lagos,Enugu,6.52,3.38,6.44,7.5,366.2,62856.0,655.7,16.11,1.16,17.27,96,0.18,0,31.3,33.9,22,11.9,65.9,poor,2.954,good,0,0.6751,1,0.2845,0,4.28
XB-20241911,Leafy Greens,Lagos,Kano,6.52,3.38,12.0,8.52,4676.5,1214545.0,1030.3,18.35,0.86,19.21,48,0.4,1,10.7,16.2,10,6.2,71.4,good,0.0,good,0,0.2484,0,0.2511,0,4.01
XB-20241912,Tomatoes,Lagos,Kaduna,6.52,3.38,10.52,7.44,2797.8,1022000.0,869.7,14.77,1.65,16.42,72,0.228,1,26.4,31.5,25,6.5,56.7,poor,2.912,fair,0,0.3696,0,0.4653,1,5.72
XB-20241913,Tomatoes,Zaria,Port Harcourt,11.08,7.71,4.82,7.04,2681.1,911311.0,1052.2,23.23,0.46,23.69,72,0.329,0,26.2,29.4,25,4.4,55.5,good,0.0,good,0,0.222,0,0.1609,0,3.29
XB-20241914,Peppers,Ibadan,Kaduna,7.38,3.93,10.52,7.44,2239.8,366476.0,630.7,14.07,3.27,17.34,96,0.181,1,25.1,32.1,22,10.1,87.0,good,0.0,excellent,0,0.3924,0,0.152,0,3.22
XB-20241915,Dairy,Jos,Port Harcourt,9.92,8.89,4.82,7.04,1618.0,726783.0,963.0,19.09,1.56,20.65,48,0.43,1,5.9,12.2,6,6.2,90.3,fair,1.008,excellent,0,0.5202,1,0.2405,0,3.92
XB-20241916,Strawberries,Onitsha,Abuja,6.14,6.79,9.07,7.4,2047.3,1773918.0,428.1,9.3,1.11,10.41,36,0.289,1,9.4,14.0,8,6.0,90.0,poor,2.319,poor,2,0.3898,0,0.5871,1,6.7
XB-20241917,Strawberries,Jos,Lagos,9.92,8.89,6.52,3.38,1055.4,781266.0,1029.2,28.35,0.53,28.88,36,0.802,0,37.8,45.2,8,37.2,64.3,fair,1.324,fair,0,0.697,1,0.4923,0,5.94
XB-20241918,Tomatoes,Enugu,Ibadan,6.44,7.5,7.38,3.93,2887.5,959049.0,519.5,13.17,0.39,13.55,72,0.188,1,25.3,27.8,25,2.8,74.8,poor,2.148,poor,0,0.2404,0,0.6248,1,7.0
XB-20241919,Dairy,Abuja,Enugu,9.07,7.4,6.44,7.5,828.0,316730.0,389.2,8.98,3.95,12.93,48,0.269,0,36.5,42.2,6,36.2,67.3,good,0.0,fair,1,0.5046,1,0.5178,1,6.14
XB-20241920,Mangoes,Port Harcourt,Lagos,4.82,7.04,6.52,3.38,3874.5,835893.0,626.4,16.92,0.35,17.28,96,0.18,0,42.0,44.4,20,24.4,86.4,poor,2.387,poor,0,0.6172,1,0.547,0,6.38
XB-20241921,Tomatoes,Abuja,Onitsha,9.07,7.4,6.14,6.79,623.0,221526.0,502.1,8.21,0.82,9.03,72,0.125,0,34.8,37.2,25,12.2,70.2,fair,0.922,good,0,0.4788,1,0.2726,0,4.18
XB-20241922,Peppers,Kaduna,Abuja,10.52,7.44,9.07,7.4,4079.2,760821.0,230.6,3.75,1.97,5.72,96,0.06,0,35.9,40.2,22,18.2,82.4,good,0.0,poor,1,0.5712,1,0.7105,1,7.68
XB-20241923,Strawberries,Enugu,Kano,6.44,7.5,12.0,8.52,1415.9,1056015.0,791.4,15.96,0.15,16.1,36,0.447,0,30.4,35.1,8,27.1,55.1,poor,1.986,good,1,0.7226,1,0.4145,0,5.32
XB-20241924,Dairy,Enugu,Kaduna,6.44,7.5,10.52,7.44,1184.9,529759.0,615.2,12.91,0.88,13.79,48,0.287,0,32.6,39.5,6,33.5,62.2,fair,0.673,fair,1,0.5579,1,0.5269,0,6.22
XB-20241925,Dairy,Jos,Kano,9.92,8.89,12.0,8.52,4629.9,1823067.0,363.4,8.84,1.37,10.21,48,0.213,0,27.9,30.8,6,24.8,59.3,poor,2.309,poor,0,0.7197,1,0.6437,1,7.15
XB-20241926,Strawberries,Enugu,Jos,6.44,7.5,9.92,8.89,945.8,784373.0,651.8,11.07,0.07,11.14,36,0.309,0,32.3,36.7,8,28.7,63.2,fair,1.282,fair,0,0.508,1,0.5063,0,6.05
XB-20241927,Dairy,Abuja,Onitsha,9.07,7.4,6.14,6.79,1000.0,427102.0,465.5,13.11,0.33,13.43,48,0.28,1,6.8,11.2,6,5.2,68.7,poor,2.35,poor,1,0.2132,0,0.5287,1,6.23
XB-20241928,Leafy Greens,Zaria,Onitsha,11.08,7.71,6.14,6.79,4437.6,1219996.0,690.8,12.42,2.93,15.35,48,0.32,1,9.0,14.7,10,4.7,64.3,fair,0.817,good,0,0.3484,0,0.245,0,3.96
XB-20241929,Fresh Fish,Enugu,Onitsha,6.44,7.5,6.14,6.79,713.2,465850.0,110.3,2.26,1.22,3.49,24,0.145,1,6.2,9.0,4,5.0,76.1,fair,0.502,fair,0,0.1707,0,0.3145,0,4.52
XB-20241930,Leafy Greens,Onitsha,Zaria,6.14,6.79,11.08,7.71,2792.7,750069.0,819.7,14.9,1.2,16.09,48,0.335,0,31.5,36.3,10,26.3,62.1,fair,1.354,poor,2,0.4702,1,0.5773,0,6.62
XB-20241931,Tomatoes,Onitsha,Port Harcourt,6.14,6.79,4.82,7.04,1332.9,434476.0,208.5,4.96,0.39,5.35,72,0.074,0,34.3,37.4,25,12.4,77.4,fair,0.696,good,1,0.389,0,0.3915,0,5.13
XB-20241932,Leafy Greens,Kaduna,Kano,10.52,7.44,12.0,8.52,2500.1,769500.0,316.6,7.02,0.14,7.15,48,0.149,0,33.3,38.5,10,28.5,58.5,fair,1.444,fair,0,0.4902,0,0.2727,0,4.18
XB-20241933,Dairy,Kaduna,Onitsha,10.52,7.44,6.14,6.79,4688.2,2004410.0,753.8,13.09,0.41,13.5,48,0.281,0,41.8,49.6,6,43.6,86.3,fair,1.165,fair,0,0.4571,0,0.4701,0,5.76
XB-20241934,Leafy Greens,Zaria,Ibadan,11.08,7.71,7.38,3.93,4750.1,1200537.0,915.2,14.18,2.54,16.72,48,0.348,1,13.2,18.1,10,8.1,56.9,poor,2.034,good,0,0.3606,0,0.2597,0,4.08
XB-20241935,Tomatoes,Jos,Kano,9.92,8.89,12.0,8.52,4526.2,1514585.0,370.9,9.94,1.47,11.41,72,0.158,1,26.7,32.3,25,7.3,56.5,fair,0.936,good,1,0.4207,0,0.3736,0,4.99
XB-20241936,Dairy,Zaria,Kaduna,11.08,7.71,10.52,7.44,1695.4,664036.0,83.9,1.81,0.51,2.32,48,0.048,0,33.6,36.7,6,30.7,88.3,good,0.0,good,0,0.4858,1,0.2191,0,3.75
XB-20241937,Dairy,Enugu,Kano,6.44,7.5,12.0,8.52,4210.3,1605453.0,967.4,17.77,0.17,17.94,48,0.374,1,6.0,9.0,6,3.0,75.6,fair,1.293,fair,1,0.0891,0,0.2312,0,3.85
XB-20241938,Fresh Fish,Enugu,Zaria,6.44,7.5,11.08,7.71,4541.5,2773904.0,763.3,13.3,0.85,14.15,24,0.589,1,6.4,9.0,4,5.0,83.3,good,0.0,poor,1,0.3489,0,0.5949,1,6.76
XB-20241939,Tomatoes,Zaria,Onitsha,11.08,7.71,6.14,6.79,1044.0,344995.0,796.8,21.24,0.9,22.14,72,0.308,0,33.2,37.0,25,12.0,72.6,good,0.0,excellent,0,0.4671,1,0.1333,0,3.07
XB-20241940,Strawberries,Abuja,Zaria,9.07,7.4,11.08,7.71,1463.0,1224722.0,337.7,6.53,2.03,8.57,36,0.238,1,10.8,17.9,8,9.9,67.7,poor,1.603,poor,1,0.4121,0,0.5019,0,6.02
XB-20241941,Strawberries,Port Harcourt,Zaria,4.82,7.04,11.08,7.71,1819.2,1594467.0,874.2,20.16,4.45,24.62,36,0.684,1,6.8,8.8,8,0.8,64.6,good,0.0,fair,0,0.2802,0,0.2809,0,4.25
XB-20241942,Mangoes,Abuja,Enugu,9.07,7.4,6.44,7.5,2199.9,421487.0,378.1,6.12,0.63,6.76,96,0.07,1,22.7,26.9,20,6.9,79.1,fair,1.22,fair,1,0.4075,1,0.4828,0,5.86
XB-20241943,Dairy,Onitsha,Abuja,6.14,6.79,9.07,7.4,907.0,413050.0,524.9,13.75,1.11,14.86,48,0.31,0,40.8,43.6,6,37.6,77.7,fair,0.757,poor,4,0.6991,1,0.8001,1,8.4
XB-20241944,Fresh Fish,Abuja,Jos,9.07,7.4,9.92,8.89,4266.6,2740260.0,276.0,5.27,3.02,8.29,24,0.346,0,33.5,38.6,4,34.6,85.7,poor,2.459,fair,0,0.8601,1,0.6446,1,7.16
XB-20241945,Dairy,Port Harcourt,Lagos,4.82,7.04,6.52,3.38,4900.2,2241503.0,640.2,13.69,2.37,16.06,48,0.335,0,31.4,39.0,6,33.0,64.6,poor,2.275,fair,1,0.653,1,0.6621,1,7.3
XB-20241946,Leafy Greens,Enugu,Onitsha,6.44,7.5,6.14,6.79,4999.5,1405119.0,119.7,1.92,5.13,7.05,48,0.147,0,34.7,41.5,10,31.5,56.8,fair,1.423,poor,0,0.6937,1,0.6578,1,7.26
XB-20241947,Leafy Greens,Port Harcourt,Enugu,4.82,7.04,6.44,7.5,868.4,265949.0,276.7,5.61,0.69,6.3,48,0.131,1,11.5,19.4,10,9.4,61.4,fair,0.61,good,1,0.3219,0,0.2964,0,4.37
XB-20241948,Strawberries,Kano,Zaria,12.0,8.52,11.08,7.71,4344.3,3616981.0,207.4,4.72,0.33,5.05,36,0.14,0,34.2,38.3,8,30.3,56.6,good,0.0,good,1,0.3795,0,0.3432,0,4.75
XB-20241949,Dairy,Lagos,Kano,6.52,3.38,12.0,8.52,4658.8,1765567.0,1010.0,21.98,2.15,24.13,48,0.503,1,7.8,9.8,6,3.8,84.7,good,0.0,fair,0,0.3668,0,0.4296,0,5.44
XB-20241950,Strawberries,Abuja,Kaduna,9.07,7.4,10.52,7.44,4351.3,3443750.0,257.9,4.16,0.14,4.31,36,0.12,1,10.9,14.7,8,6.7,77.1,fair,0.51,excellent,0,0.2775,0,0.1029,0,2.82
XB-20241951,Tomatoes,Kano,Onitsha,12.0,8.52,6.14,6.79,1191.3,434948.0,997.4,26.61,2.22,28.83,72,0.4,0,25.0,31.1,25,6.1,81.2,poor,2.79,fair,1,0.6084,0,0.558,0,6.46
XB-20241952,Leafy Greens,Abuja,Enugu,9.07,7.4,6.44,7.5,2333.9,715023.0,434.5,6.78,3.53,10.32,48,0.215,1,13.1,19.5,10,9.5,81.1,fair,1.333,good,0,0.3356,0,0.366,0,4.93
XB-20241953,Dairy,Lagos,Jos,6.52,3.38,9.92,8.89,2829.8,1294067.0,869.0,15.93,3.2,19.13,48,0.399,1,9.6,11.8,6,5.8,74.2,fair,1.146,excellent,0,0.2791,0,0.1108,0,2.89
XB-20241954,Peppers,Onitsha,Lagos,6.14,6.79,6.52,3.38,3127.5,608941.0,538.6,12.81,1.7,14.5,96,0.151,0,28.9,34.3,22,12.3,81.2,fair,0.604,poor,0,0.6024,1,0.5196,1,6.16
XB-20241955,Peppers,Zaria,Ibadan,11.08,7.71,7.38,3.93,3417.6,629938.0,869.9,23.29,2.06,25.35,96,0.264,0,36.3,43.8,22,21.8,82.5,fair,0.618,poor,1,0.7041,1,0.7794,1,8.24
XB-20241956,Dairy,Ibadan,Onitsha,7.38,3.93,6.14,6.79,4082.5,1876987.0,454.6,7.44,0.59,8.03,48,0.167,0,40.7,48.3,6,42.3,91.1,fair,1.301,poor,0,0.6355,1,0.5973,1,6.78
XB-20241957,Strawberries,Kaduna,Ibadan,10.52,7.44,7.38,3.93,216.1,161592.0,761.7,12.39,0.12,12.51,36,0.347,1,10.7,14.2,8,6.2,66.5,good,0.0,fair,0,0.338,0,0.2492,0,3.99
XB-20241958,Fresh Fish,Lagos,Onitsha,6.52,3.38,6.14,6.79,2273.5,1408339.0,570.0,14.44,0.03,14.47,24,0.603,1,4.5,12.1,4,8.1,81.2,fair,0.679,fair,1,0.4401,0,0.3851,0,5.08
XB-20241959,Leafy Greens,Enugu,Onitsha,6.44,7.5,6.14,6.79,581.2,158637.0,129.5,2.38,2.21,4.59,48,0.096,0,42.3,45.8,10,35.8,75.7,good,0.0,good,2,0.325,0,0.4037,0,5.23
XB-20241960,Tomatoes,Kano,Onitsha,12.0,8.52,6.14,6.79,1909.8,632407.0,1047.6,24.4,0.45,24.85,72,0.345,0,34.4,40.3,25,15.3,74.0,good,0.0,good,0,0.5469,0,0.3432,0,4.75
XB-20241961,Dairy,Onitsha,Kaduna,6.14,6.79,10.52,7.44,4420.6,1877378.0,683.8,15.79,0.07,15.86,48,0.33,1,5.0,9.9,6,3.9,80.9,fair,1.169,good,0,0.3004,0,0.2884,0,4.31
XB-20241962,Peppers,Abuja,Jos,9.07,7.4,9.92,8.89,2091.3,369596.0,255.2,4.65,0.49,5.13,96,0.053,0,31.5,34.7,22,12.7,84.9,poor,2.749,good,0,0.6057,0,0.4536,1,5.63
XB-20241963,Peppers,Enugu,Ibadan,6.44,7.5,7.38,3.93,507.9,98489.0,608.6,9.96,5.59,15.55,96,0.162,0,31.3,37.9,22,15.9,61.7,good,0.0,poor,1,0.5893,1,0.7244,1,7.79
XB-20241964,Fresh Fish,Port Harcourt,Kano,4.82,7.04,12.0,8.52,2497.1,1456300.0,1281.5,24.76,0.1,24.86,24,1.036,0,23.1,26.4,4,22.4,66.5,good,0.0,excellent,0,0.6354,1,0.5048,0,6.04
XB-20241965,Strawberries,Kano,Jos,12.0,8.52,9.92,8.89,3936.6,2916039.0,311.0,5.87,4.29,10.16,36,0.282,0,24.8,27.8,8,19.8,56.0,fair,1.058,good,0,0.6039,1,0.396,0,5.17
XB-20241966,Dairy,Lagos,Abuja,6.52,3.38,9.07,7.4,1865.3,804288.0,637.9,10.53,0.51,11.04,48,0.23,1,6.6,11.7,6,5.7,89.9,good,0.0,excellent,0,0.3127,0,0.1195,0,2.96
XB-20241967,Mangoes,Port Harcourt,Ibadan,4.82,7.04,7.38,3.93,4667.4,856263.0,690.8,11.71,0.21,11.91,96,0.124,1,20.9,23.9,20,3.9,76.1,fair,0.964,fair,1,0.1789,0,0.3489,0,4.79
XB-20241968,Mangoes,Onitsha,Jos,6.14,6.79,9.92,8.89,4270.3,778623.0,581.3,15.07,0.57,15.64,96,0.163,0,28.0,33.9,20,13.9,87.9,fair,1.119,good,1,0.5743,1,0.4035,0,5.23
XB-20241969,Tomatoes,Zaria,Jos,11.08,7.71,9.92,8.89,1991.8,714466.0,232.8,5.68,0.18,5.86,72,0.081,0,33.1,37.3,25,12.3,66.5,fair,1.295,good,1,0.493,1,0.4398,1,5.52
XB-20241970,Fresh Fish,Lagos,Ibadan,6.52,3.38,7.38,3.93,2232.3,1224353.0,179.8,4.05,0.56,4.61,24,0.192,1,5.6,12.0,4,8.0,56.9,fair,0.855,poor,1,0.1005,0,0.3896,0,5.12
XB-20241971,Strawberries,Enugu,Port Harcourt,6.44,7.5,4.82,7.04,1974.8,1593205.0,228.2,4.29,2.72,7.01,36,0.195,1,11.4,15.3,8,7.3,71.4,good,0.0,excellent,0,0.1758,0,0.175,0,3.4
XB-20241972,Leafy Greens,Kaduna,Abuja,10.52,7.44,9.07,7.4,2639.2,704558.0,229.8,6.03,2.41,8.44,48,0.176,0,30.8,35.2,10,25.2,85.4,poor,2.941,poor,1,0.7004,1,0.6817,1,7.45
XB-20241973,Leafy Greens,Kano,Lagos,12.0,8.52,6.52,3.38,4443.3,1162889.0,1139.3,22.72,0.83,23.55,48,0.491,1,8.0,10.8,10,0.8,82.1,fair,1.223,fair,0,0.3424,0,0.3502,0,4.8
XB-20241974,Peppers,Kano,Lagos,12.0,8.52,6.52,3.38,1417.8,270750.0,996.9,20.89,0.41,21.3,96,0.222,0,35.0,39.7,22,17.7,72.3,poor,2.543,poor,1,0.4012,1,0.6219,1,6.97
XB-20241975,Mangoes,Ibadan,Port Harcourt,7.38,3.93,4.82,7.04,2871.8,597227.0,550.3,10.43,0.73,11.16,96,0.116,0,30.5,35.5,20,15.5,87.7,poor,2.502,fair,0,0.6417,1,0.5797,0,6.64
XB-20241976,Dairy,Ibadan,Port Harcourt,7.38,3.93,4.82,7.04,1056.8,473326.0,612.9,11.1,1.4,12.5,48,0.26,1,8.7,13.9,6,7.9,77.5,good,0.0,excellent,0,0.2493,0,0.0578,0,2.46
XB-20241977,Dairy,Onitsha,Port Harcourt,6.14,6.79,4.82,7.04,4642.7,1776678.0,192.3,3.83,0.33,4.16,48,0.087,0,37.6,40.2,6,34.2,77.8,poor,2.056,good,0,0.5479,1,0.3872,0,5.1
XB-20241978,Tomatoes,Port Harcourt,Ibadan,4.82,7.04,7.38,3.93,440.5,149118.0,647.6,13.14,2.69,15.83,72,0.22,1,28.5,31.0,25,6.0,75.4,fair,0.557,excellent,0,0.2345,0,0.0984,0,2.79
XB-20241979,Peppers,Port Harcourt,Ibadan,4.82,7.04,7.38,3.93,822.8,140631.0,654.9,13.76,3.87,17.63,96,0.184,1,24.4,30.6,22,8.6,90.7,good,0.0,good,0,0.4881,0,0.3508,0,4.81
XB-20241980,Peppers,Onitsha,Abuja,6.14,6.79,9.07,7.4,4633.6,873457.0,415.7,6.41,3.07,9.49,96,0.099,1,22.8,26.2,22,4.2,63.9,fair,0.611,excellent,0,0.2863,0,0.1432,0,3.15
XB-20241981,Dairy,Kano,Zaria,12.0,8.52,11.08,7.71,2114.5,897092.0,193.6,3.44,0.09,3.53,48,0.074,1,8.1,10.4,6,4.4,63.8,fair,0.771,fair,0,0.1357,0,0.2163,0,3.73
XB-20241982,Mangoes,Ibadan,Abuja,7.38,3.93,9.07,7.4,564.2,106038.0,572.9,9.78,2.41,12.18,96,0.127,0,30.0,33.1,20,13.1,81.3,poor,1.546,good,0,0.5894,0,0.4184,0,5.35
XB-20241983,Dairy,Ibadan,Onitsha,7.38,3.93,6.14,6.79,3214.7,1355611.0,491.0,10.53,0.12,10.65,48,0.222,1,10.0,16.7,6,10.7,84.5,poor,1.968,excellent,0,0.4713,1,0.2919,0,4.34
XB-20241984,Fresh Fish,Ibadan,Enugu,7.38,3.93,6.44,7.5,3439.2,2259338.0,596.1,9.46,0.21,9.67,24,0.403,1,3.4,7.6,4,3.6,78.2,fair,1.141,fair,3,0.3973,1,0.6395,1,7.12
XB-20241985,Tomatoes,Enugu,Lagos,6.44,7.5,6.52,3.38,4657.2,1722993.0,557.5,14.69,0.04,14.73,72,0.205,1,24.4,28.7,25,3.7,60.3,poor,2.691,good,1,0.2337,0,0.3284,0,4.63
XB-20241986,Dairy,Kano,Onitsha,12.0,8.52,6.14,6.79,4190.4,1601634.0,1079.0,20.27,2.71,22.98,48,0.479,1,4.8,7.9,6,1.9,78.8,fair,0.718,good,0,0.2932,0,0.2352,0,3.88
XB-20241987,Mangoes,Jos,Zaria,9.92,8.89,11.08,7.71,552.1,114898.0,288.5,6.14,2.56,8.7,96,0.091,0,22.5,28.5,20,8.5,89.3,good,0.0,fair,0,0.4702,0,0.4438,0,5.55
XB-20241988,Leafy Greens,Ibadan,Abuja,7.38,3.93,9.07,7.4,462.9,124199.0,581.9,13.98,2.19,16.17,48,0.337,0,30.0,37.9,10,27.9,68.5,good,0.0,good,0,0.3916,0,0.3291,0,4.63
XB-20241989,Tomatoes,Jos,Abuja,9.92,8.89,9.07,7.4,745.6,277754.0,272.5,4.86,0.36,5.22,72,0.073,1,24.0,30.3,25,5.3,80.5,poor,2.135,good,0,0.3084,0,0.299,0,4.39
XB-20241990,Tomatoes,Jos,Enugu,9.92,8.89,6.44,7.5,3460.0,1327256.0,652.3,10.06,0.11,10.18,72,0.141,0,38.8,42.0,25,17.0,85.4,fair,0.998,good,0,0.459,1,0.3066,0,4.45
XB-20241991,Strawberries,Kaduna,Port Harcourt,10.52,7.44,4.82,7.04,3251.4,2559823.0,795.0,16.68,1.28,17.96,36,0.499,0,32.3,37.3,8,29.3,55.8,good,0.0,good,0,0.5715,1,0.3137,0,4.51
XB-20241992,Peppers,Abuja,Kaduna,9.07,7.4,10.52,7.44,4814.4,906829.0,214.1,4.77,1.41,6.18,96,0.064,0,32.3,39.2,22,17.2,73.9,poor,1.501,poor,0,0.3881,0,0.4756,0,5.81
XB-20241993,Dairy,Enugu,Zaria,6.44,7.5,11.08,7.71,888.4,354670.0,672.0,16.38,1.84,18.22,48,0.38,0,31.1,37.4,6,31.4,77.4,good,0.0,excellent,0,0.6387,1,0.3946,0,5.16
XB-20241994,Tomatoes,Abuja,Ibadan,9.07,7.4,7.38,3.93,2542.0,960493.0,571.2,11.74,0.11,11.84,72,0.164,1,24.4,28.8,25,3.8,67.3,fair,0.591,poor,2,0.1995,0,0.4655,0,5.72
XB-20241995,Peppers,Jos,Ibadan,9.92,8.89,7.38,3.93,2981.3,501123.0,827.3,15.78,0.91,16.69,96,0.174,0,39.3,44.2,22,22.2,72.6,fair,1.123,good,1,0.5761,1,0.3551,0,4.84
XB-20241996,Fresh Fish,Kaduna,Enugu,10.52,7.44,6.44,7.5,4305.3,2614171.0,546.4,8.86,2.45,11.32,24,0.471,1,3.8,7.2,4,3.2,78.0,fair,1.098,excellent,0,0.3014,0,0.2345,0,3.88
XB-20241997,Leafy Greens,Kano,Enugu,12.0,8.52,6.44,7.5,4426.0,1146771.0,862.0,15.11,3.76,18.87,48,0.393,1,12.1,15.5,10,5.5,69.2,poor,2.181,excellent,0,0.5077,1,0.1649,0,3.32
XB-20241998,Leafy Greens,Onitsha,Port Harcourt,6.14,6.79,4.82,7.04,4590.4,1172190.0,207.7,4.83,0.54,5.37,48,0.112,1,10.5,12.9,10,2.9,59.7,good,0.0,good,0,0.02,0,0.1492,0,3.19
XB-20241999,Mangoes,Onitsha,Enugu,6.14,6.79,6.44,7.5,1664.3,350933.0,110.5,3.1,1.44,4.54,96,0.047,1,20.6,22.9,20,2.9,81.4,fair,1.381,fair,2,0.2443,0,0.5322,1,6.26
XB-20242000,Leafy Greens,Port Harcourt,Onitsha,4.82,7.04,6.14,6.79,1245.7,316930.0,194.8,3.81,0.2,4.01,48,0.084,0,31.0,34.7,10,24.7,64.1,poor,1.3,excellent,0,0.4845,1,0.3288,0,4.63
